Qualification_Measurement,Lot,Wafer,Measurement,Temperature_C,Pressure_Torr,TMA_Pulse_s,H2O_Pulse_s,Purge_s,GPC_nm_per_cycle,Film_Thickness_nm,Thickness_Uniformity_1sigma_%,Film_Stress_MPa,Film_Density_g_cm3,Surface_Roughness_nm_RMS,Defect_Density_per_cm2,Cycle_Time_s,Throughput_cycles_per_hour,Thickness_Deviation_%,Thickness_OK,GPC_OK,Uniformity_OK,Stress_OK,Density_OK,Roughness_OK,Defectivity_OK,Qualification_OK
886,18,8,1,200.22406009331408,0.9860182672494386,0.9903542942580782,1.0198058465380688,5.012262056541258,0.10021073967844678,10.013783384513756,1.0009777417038135,49.95344785262359,2.9957096441784827,0.21363394918419887,5.039353324048839,12.034684253878662,299.1353926746981,0.13783384513756047,True,True,True,True,True,True,True,True
887,18,8,2,200.22406009331408,0.9860182672494386,0.9903542942580782,1.0198058465380688,5.012262056541258,0.10028318939690495,10.06118203288599,1.0464481045904566,48.34582597492101,2.993120738510097,0.21309972277922953,5.192170638374225,12.034684253878662,299.1353926746981,0.6118203288598956,True,True,True,True,True,True,True,True
888,18,8,3,200.22406009331408,0.9860182672494386,0.9903542942580782,1.0198058465380688,5.012262056541258,0.10034727686299702,10.025614250339807,0.9938724468559554,49.32042556972518,2.9927498735027975,0.21049448978707058,5.087256161087144,12.034684253878662,299.1353926746981,0.2561425033980669,True,True,True,True,True,True,True,True
889,18,8,4,200.22406009331408,0.9860182672494386,0.9903542942580782,1.0198058465380688,5.012262056541258,0.10043849647834545,10.011292269007027,0.999793793686144,49.975144924967395,2.992321689756039,0.2141037966595058,5.309151489007567,12.034684253878662,299.1353926746981,0.11292269007027399,True,True,True,True,True,True,True,True
890,18,8,5,200.22406009331408,0.9860182672494386,0.9903542942580782,1.0198058465380688,5.012262056541258,0.10058778188208319,10.023325719436828,1.0231958100326182,50.59950000615792,2.994191056663353,0.21284970363751354,5.199914565771517,12.034684253878662,299.1353926746981,0.23325719436828155,True,True,True,True,True,True,True,True
891,18,9,1,200.22406009331408,0.9860182672494386,0.9903542942580782,1.0198058465380688,5.012262056541258,0.10039900031304438,9.995826381824944,1.0241798512121745,50.03884894166947,2.9926353805168726,0.21100256435832634,5.032145070134535,12.034684253878662,299.1353926746981,-0.04173618175055793,True,True,True,True,True,True,True,True
892,18,9,2,200.22406009331408,0.9860182672494386,0.9903542942580782,1.0198058465380688,5.012262056541258,0.10022369929718075,10.067233075353965,1.0220432597283238,49.50486918565692,2.993682226206863,0.2177157434427929,5.202255613647204,12.034684253878662,299.1353926746981,0.6723307535396472,True,True,True,True,True,True,True,True
893,18,9,3,200.22406009331408,0.9860182672494386,0.9903542942580782,1.0198058465380688,5.012262056541258,0.09993877008711428,10.019383573732302,0.996325016792556,48.64270268264965,2.9943034966015327,0.21365757415404832,5.221487495657908,12.034684253878662,299.1353926746981,0.1938357373230204,True,True,True,True,True,True,True,True
894,18,9,4,200.22406009331408,0.9860182672494386,0.9903542942580782,1.0198058465380688,5.012262056541258,0.10028482132942122,9.990995487841392,0.9646798493787856,48.70944368801438,2.996307815148402,0.21230095061239843,4.913294267748613,12.034684253878662,299.1353926746981,-0.0900451215860798,True,True,True,True,True,True,True,True
895,18,9,5,200.22406009331408,0.9860182672494386,0.9903542942580782,1.0198058465380688,5.012262056541258,0.10037056583113463,10.05146370048611,1.0290121745216974,48.16450433487414,2.9919933376135317,0.21148987285568976,4.9866198445232826,12.034684253878662,299.1353926746981,0.5146370048611004,True,True,True,True,True,True,True,True
896,18,10,1,200.22406009331408,0.9860182672494386,0.9903542942580782,1.0198058465380688,5.012262056541258,0.10023856623976347,10.031916174182724,0.9941442560240092,49.781125731460385,2.9951384723568717,0.21653444988720008,4.945529108650067,12.034684253878662,299.1353926746981,0.3191617418272408,True,True,True,True,True,True,True,True
897,18,10,2,200.22406009331408,0.9860182672494386,0.9903542942580782,1.0198058465380688,5.012262056541258,0.100543466621094,10.043551237291906,1.0273158245606013,48.86740855806789,2.994066379730202,0.2155112700312621,5.0608251015581995,12.034684253878662,299.1353926746981,0.4355123729190602,True,True,True,True,True,True,True,True
898,18,10,3,200.22406009331408,0.9860182672494386,0.9903542942580782,1.0198058465380688,5.012262056541258,0.10052096866826563,10.11117620432748,0.9978431183104106,47.93673158411738,2.990042629294327,0.21190989121088863,5.073775617366943,12.034684253878662,299.1353926746981,1.1117620432747977,True,True,True,True,True,True,True,True
899,18,10,4,200.22406009331408,0.9860182672494386,0.9903542942580782,1.0198058465380688,5.012262056541258,0.10063104267588138,10.02945728429164,1.0232906549231713,49.88877738838884,2.9954320542238477,0.2142318064528659,5.219043094081979,12.034684253878662,299.1353926746981,0.2945728429163985,True,True,True,True,True,True,True,True
900,18,10,5,200.22406009331408,0.9860182672494386,0.9903542942580782,1.0198058465380688,5.012262056541258,0.1001086019873331,10.053452890989869,0.9552747749407585,49.698090648965845,2.993959692431045,0.21215498592462476,5.4292110646631855,12.034684253878662,299.1353926746981,0.5345289098986861,True,True,True,True,True,True,True,True
901,19,1,1,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.10010425271978589,10.036024142693465,0.91945228639277,53.12140844292584,2.999122241555047,0.19581876514728702,4.894166415173146,11.99332815776495,300.16688884387935,0.3602414269346532,True,True,True,True,True,True,True,True
902,19,1,2,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.10017376747667008,9.993020529058224,0.9500874061047881,51.67508892728829,2.9954785401901427,0.19406248414185046,4.914666534266596,11.99332815776495,300.16688884387935,-0.06979470941775645,True,True,True,True,True,True,True,True
903,19,1,3,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.10053712923822251,10.103892829098026,0.9122136256385387,52.857728691962556,2.9939252351124215,0.1936422174864706,4.656949483525779,11.99332815776495,300.16688884387935,1.0389282909802589,True,True,True,True,True,True,True,True
904,19,1,4,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.0999714527208874,9.995047589429713,0.936944559973117,52.106577781966095,2.9963285447868375,0.19307525759891303,4.8063746429824326,11.99332815776495,300.16688884387935,-0.04952410570286502,True,True,True,True,True,True,True,True
905,19,1,5,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.10029906464105726,10.037548561430073,0.9727843637335549,52.74919537303403,2.9988059501785167,0.19812026553309514,4.569253851148479,11.99332815776495,300.16688884387935,0.37548561430073235,True,True,True,True,True,True,True,True
906,19,2,1,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.09991975584514433,9.981451598778358,0.9335481279168578,51.1069634893874,2.9950534229977666,0.1986944997651195,4.6584957963792615,11.99332815776495,300.16688884387935,-0.18548401221641697,True,True,True,True,True,True,True,True
907,19,2,2,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.10014355122736344,9.980690063961024,0.9498842042400871,51.91926908341431,2.9970975898385763,0.19290896302793958,4.756440753815726,11.99332815776495,300.16688884387935,-0.19309936038975906,True,True,True,True,True,True,True,True
908,19,2,3,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.10008962944349843,10.014529604677254,0.9452256794643934,51.88109299843744,2.999550061341794,0.19471094804003794,4.637816987108993,11.99332815776495,300.16688884387935,0.14529604677253616,True,True,True,True,True,True,True,True
909,19,2,4,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.1003102035807538,10.010654309597372,0.9594162158179405,51.91369514788263,2.9945595409101453,0.19537546872838532,4.863251870147201,11.99332815776495,300.16688884387935,0.10654309597372345,True,True,True,True,True,True,True,True
910,19,2,5,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.10036933626605858,10.044482753751561,0.9792749876129426,51.96803479814737,2.995630019906545,0.199696864498387,4.656415748640287,11.99332815776495,300.16688884387935,0.4448275375156107,True,True,True,True,True,True,True,True
911,19,3,1,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.10039856930172252,10.0603720938213,0.9062129251378273,52.62077623485961,2.99445942889824,0.19496437924051782,4.6733399592797005,11.99332815776495,300.16688884387935,0.6037209382130015,True,True,True,True,True,True,True,True
912,19,3,2,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.10000665445225587,9.98213037032468,0.9223743161992308,52.350703301019266,2.9957643498050457,0.1944716213135556,4.949385787819321,11.99332815776495,300.16688884387935,-0.17869629675319132,True,True,True,True,True,True,True,True
913,19,3,3,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.10015156721306982,9.977771452549963,0.9685026053366427,52.017352232499086,2.993957039934007,0.19273646903638317,4.636403194332337,11.99332815776495,300.16688884387935,-0.2222854745003744,True,True,True,True,True,True,True,True
914,19,3,4,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.1005599785343864,10.070259922924697,0.9496926691285535,52.74968332021519,2.994809273347272,0.19457301308699812,4.446519949843463,11.99332815776495,300.16688884387935,0.7025992292469674,True,True,True,True,True,True,True,True
915,19,3,5,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.10011792809291635,9.99190353808245,0.9405972598092243,51.775921503758084,2.995238125354761,0.19573614579830248,4.647067436495461,11.99332815776495,300.16688884387935,-0.08096461917549647,True,True,True,True,True,True,True,True
916,19,4,1,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.09973694705159947,10.020471386857476,0.9283767701933788,51.91918045634809,2.9936161784020783,0.19347929562128782,4.797523013288376,11.99332815776495,300.16688884387935,0.20471386857476406,True,True,True,True,True,True,True,True
917,19,4,2,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.10048613754364855,10.049010393069503,0.9616093692524689,52.04177406404449,2.9965861478891074,0.1929249912460404,4.480402802251754,11.99332815776495,300.16688884387935,0.4901039306950317,True,True,True,True,True,True,True,True
918,19,4,3,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.10013400279356686,9.993856093641464,0.9317208450401282,50.9802082602242,2.9965153077682,0.19792717984183975,4.774840947477147,11.99332815776495,300.16688884387935,-0.06143906358536455,True,True,True,True,True,True,True,True
919,19,4,4,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.10012334366132411,10.02538325106271,0.9702113399623045,52.67858107189144,2.997255028533136,0.19624286032624977,4.897070324731763,11.99332815776495,300.16688884387935,0.2538325106270989,True,True,True,True,True,True,True,True
920,19,4,5,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.10024431770615323,10.031046822012803,0.8799671360995497,52.331414249090464,2.9930404745633314,0.1955234320961912,4.849710227443299,11.99332815776495,300.16688884387935,0.3104682201280262,True,True,True,True,True,True,True,True
921,19,5,1,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.10025918369124492,10.026286673713166,0.9089214057457988,51.674924234349774,2.994025301257894,0.19304933912034133,4.6462056399869045,11.99332815776495,300.16688884387935,0.26286673713165953,True,True,True,True,True,True,True,True
922,19,5,2,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.10029243450157103,10.046977419210291,0.931287022048843,53.39340745688769,2.99147345956922,0.19087565555690011,4.836229666897325,11.99332815776495,300.16688884387935,0.4697741921029142,True,True,True,True,True,True,True,True
923,19,5,3,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.10059246601106274,10.055071742654311,0.8938474754099447,51.87207349996676,2.997006866682885,0.19470422894256464,4.56825286200053,11.99332815776495,300.16688884387935,0.5507174265431125,True,True,True,True,True,True,True,True
924,19,5,4,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.09992056536305538,10.01354103242983,0.9182081981796607,52.74797873990149,2.995772506618775,0.19268764762773927,4.661256774712792,11.99332815776495,300.16688884387935,0.13541032429829514,True,True,True,True,True,True,True,True
925,19,5,5,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.10031456803990103,10.033556630557142,0.9789157680260192,50.549308235040385,2.9964995492818973,0.1961446498064018,4.90170641639329,11.99332815776495,300.16688884387935,0.3355663055714153,True,True,True,True,True,True,True,True
926,19,6,1,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.099982167226689,9.976833407043355,0.9660699538599031,52.717633450548185,2.9970212201723916,0.19800157673920527,4.704260304082202,11.99332815776495,300.16688884387935,-0.23166592956645357,True,True,True,True,True,True,True,True
927,19,6,2,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.100218693199483,10.024723588113083,0.8992805080759625,53.08939256101656,2.9984586813301535,0.2001999234724427,4.817773952150857,11.99332815776495,300.16688884387935,0.24723588113083395,True,True,True,True,True,True,True,True
928,19,6,3,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.10031585800037734,10.053002220215102,0.9409400386826846,51.0803403847066,2.993927164122741,0.19382842981200543,5.063481415351555,11.99332815776495,300.16688884387935,0.5300222021510237,True,True,True,True,True,True,True,True
929,19,6,4,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.10001156301858374,10.012388728076335,0.9731257244839582,53.313412911594824,2.992438417696016,0.19403546645818126,4.550612869868171,11.99332815776495,300.16688884387935,0.12388728076334841,True,True,True,True,True,True,True,True
930,19,6,5,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.09964156470815337,9.983454679955324,0.9686917392198636,50.86750472955541,2.9935087412954764,0.19684383460537375,4.657872691401461,11.99332815776495,300.16688884387935,-0.16545320044675904,True,True,True,True,True,True,True,True
931,19,7,1,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.10030357980888793,10.01524136917652,0.9518713054399781,52.205852276216554,2.9965906199595724,0.19534827150246545,4.823549641812738,11.99332815776495,300.16688884387935,0.1524136917652008,True,True,True,True,True,True,True,True
932,19,7,2,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.09976966068842624,9.983204119820034,0.9260275971980365,51.65875774488753,2.9971224596430406,0.20031294786331968,4.61091056723273,11.99332815776495,300.16688884387935,-0.1679588017996636,True,True,True,True,True,True,True,True
933,19,7,3,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.10025393154507495,10.019596557815301,0.9002387875093512,52.59024251653843,2.9927004375627417,0.19197091130977945,4.934345444820483,11.99332815776495,300.16688884387935,0.19596557815301452,True,True,True,True,True,True,True,True
934,19,7,4,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.10027051474503977,9.984231793072988,0.9371116465804568,52.85537361435861,2.999029356757719,0.19356893405442777,4.738737179459318,11.99332815776495,300.16688884387935,-0.15768206927011974,True,True,True,True,True,True,True,True
935,19,7,5,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.10015973653367785,10.026344939222989,0.8937273006315761,52.00921731618585,2.994557661492761,0.19818297406893626,4.481926544164244,11.99332815776495,300.16688884387935,0.26344939222989083,True,True,True,True,True,True,True,True
936,19,8,1,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.09944650969769815,9.936098161439123,0.9527707086135451,52.10931528284503,2.9988835886031677,0.1928746592085819,4.6258917531695145,11.99332815776495,300.16688884387935,-0.6390183856087717,True,True,True,True,True,True,True,True
937,19,8,2,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.10058309254417547,10.033529679612323,0.9247736213575568,52.18759293968061,2.997282750517192,0.19262013774565984,4.8906718846983415,11.99332815776495,300.16688884387935,0.3352967961232345,True,True,True,True,True,True,True,True
938,19,8,3,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.10048092907273964,10.050793581067822,0.9533898830994689,52.05934282247196,2.997194008690034,0.19644905323595505,4.686567492835723,11.99332815776495,300.16688884387935,0.5079358106782195,True,True,True,True,True,True,True,True
939,19,8,4,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.09997126754069902,10.026811193962613,0.9622668224539966,52.18637542939146,2.9931596181552633,0.19682187082886984,5.007356501650177,11.99332815776495,300.16688884387935,0.26811193962613444,True,True,True,True,True,True,True,True
940,19,8,5,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.10029466534486968,10.038809208629294,0.9580820187541093,52.57388203612828,2.993974334698864,0.1959299212735663,4.781394320435298,11.99332815776495,300.16688884387935,0.38809208629293934,True,True,True,True,True,True,True,True
941,19,9,1,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.09993819576846416,10.015332413134487,0.9496593923959255,51.966072293260396,2.9971384133107137,0.20055306644426477,4.781665752753951,11.99332815776495,300.16688884387935,0.1533241313448741,True,True,True,True,True,True,True,True
942,19,9,2,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.10014949318726318,9.989064068403087,0.950477313461124,52.06152391507539,2.9972810689284057,0.194506096809688,5.032138030511594,11.99332815776495,300.16688884387935,-0.10935931596913306,True,True,True,True,True,True,True,True
943,19,9,3,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.10045497718635922,10.017500776985376,0.9290107005764516,52.49185862794659,2.9951522945983795,0.19529498207325735,4.675819369439369,11.99332815776495,300.16688884387935,0.17500776985375666,True,True,True,True,True,True,True,True
944,19,9,4,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.1003689359237429,10.031457045847116,0.9362639126975503,51.804245699882095,2.996231582960109,0.19402112063315768,4.602030439630466,11.99332815776495,300.16688884387935,0.3145704584711595,True,True,True,True,True,True,True,True
945,19,9,5,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.09984669844497068,10.024475639816975,0.9219175215402358,51.92864435688779,2.9965587584857314,0.19624916639704157,4.857036506868915,11.99332815776495,300.16688884387935,0.24475639816975203,True,True,True,True,True,True,True,True
946,19,10,1,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.10041742293697113,10.060685447763182,0.9676665066507001,52.22146625109017,2.99450615102042,0.19687109651011353,4.522823281829757,11.99332815776495,300.16688884387935,0.6068544776318241,True,True,True,True,True,True,True,True
947,19,10,2,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.10036092525075586,10.039501941289968,0.9367724838856675,52.406585588522475,2.995368487137507,0.18813927989126933,4.867632874657122,11.99332815776495,300.16688884387935,0.395019412899682,True,True,True,True,True,True,True,True
948,19,10,3,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.10041205621225979,10.04354208761369,0.9559830627358278,53.432897109680816,2.994375625046978,0.19366340942237356,4.66526420530716,11.99332815776495,300.16688884387935,0.43542087613689157,True,True,True,True,True,True,True,True
949,19,10,4,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.1004930640000611,10.039700377103426,0.9210088164065983,51.77354826239494,2.9920283031895294,0.19357604214805463,4.809092968769147,11.99332815776495,300.16688884387935,0.3970037710342567,True,True,True,True,True,True,True,True
950,19,10,5,200.09435497349486,0.9980366943313258,0.9997817727243887,0.9927518662003757,5.000397259420092,0.10006325216109013,10.022950040090844,0.9801325447829085,52.80960796683188,3.001399478312665,0.19580875222581634,4.633837567055317,11.99332815776495,300.16688884387935,0.22950040090844226,True,True,True,True,True,True,True,True
951,20,1,1,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.09957317409373315,9.931995139329546,1.0390592554759812,51.759580298989405,2.999848503371491,0.199507884759728,5.170839308980324,12.04154563359866,298.96494266941767,-0.6800486067045419,True,True,True,True,True,True,True,True
952,20,1,2,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.09953245582017094,9.926096422264276,0.9904667861409393,50.71872319665718,3.0024149717682636,0.19500307434808417,5.311231521259739,12.04154563359866,298.96494266941767,-0.7390357773572376,True,True,True,True,True,True,True,True
953,20,1,3,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.09883281233637096,9.903488398075234,0.9948508992553952,51.450837436987726,3.0015822385347977,0.19436949918463636,5.106309807363311,12.04154563359866,298.96494266941767,-0.965116019247656,True,True,True,True,True,True,True,True
954,20,1,4,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.09967782398294026,9.971592278614054,1.0079652369788081,51.7915868398275,3.00311885230045,0.19778799230569546,5.121597626949317,12.04154563359866,298.96494266941767,-0.2840772138594616,True,True,True,True,True,True,True,True
955,20,1,5,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.0993837377666249,9.924076465845237,1.0063875269052476,51.30364325553085,3.00212382188931,0.2029077307662925,5.228533256928689,12.04154563359866,298.96494266941767,-0.7592353415476261,True,True,True,True,True,True,True,True
956,20,2,1,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.0997029948461392,9.981284127223937,0.9962931662738783,50.96178301621317,3.001747589793115,0.19517190608011406,5.266427931562873,12.04154563359866,298.96494266941767,-0.18715872776063236,True,True,True,True,True,True,True,True
957,20,2,2,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.09920844329621177,9.991106602730563,0.9760968282040005,51.40111008749932,3.0039014807380258,0.191396744450422,5.40236013169987,12.04154563359866,298.96494266941767,-0.08893397269437386,True,True,True,True,True,True,True,True
958,20,2,3,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.09962953786115393,9.959705865465446,1.0510587893144192,50.999607659034375,3.0006282314225583,0.19974983991164025,5.630917945016628,12.04154563359866,298.96494266941767,-0.4029413453455355,True,True,True,True,True,True,True,True
959,20,2,4,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.09962777013035773,9.986157469557751,1.0051503358634948,52.764207685272545,3.0011481277128302,0.19931094711990913,5.206438389236521,12.04154563359866,298.96494266941767,-0.13842530442248702,True,True,True,True,True,True,True,True
960,20,2,5,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.0996183357741701,9.952550643246163,0.9857697888844542,53.39911697455639,3.000519574223774,0.2007990994433601,5.367186421242304,12.04154563359866,298.96494266941767,-0.47449356753837435,True,True,True,True,True,True,True,True
961,20,3,1,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.09964557246986748,9.9325663700532,0.9812235189735657,52.356862801935016,2.999639910712973,0.19359497722217833,5.482586074304692,12.04154563359866,298.96494266941767,-0.6743362994679991,True,True,True,True,True,True,True,True
962,20,3,2,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.09930921706351069,9.924657703158665,0.9946737302970231,50.74094639554777,3.0022763711079294,0.197270233749337,5.48478438160797,12.04154563359866,298.96494266941767,-0.7534229684133464,True,True,True,True,True,True,True,True
963,20,3,3,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.09941918073976608,9.93098449263368,0.9779892884816821,50.741556040261145,3.0011618768559303,0.19766016133690362,5.449758812274925,12.04154563359866,298.96494266941767,-0.690155073663199,True,True,True,True,True,True,True,True
964,20,3,4,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.0992247955546108,9.910749708014059,0.9841686500243628,52.13506875763795,2.9993044891797327,0.2009566226086204,5.396993716996954,12.04154563359866,298.96494266941767,-0.8925029198594104,True,True,True,True,True,True,True,True
965,20,3,5,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.099554168541277,9.963188601783859,1.0415869132117535,52.13361542830615,2.998846692302264,0.1986052458309518,5.383133183377987,12.04154563359866,298.96494266941767,-0.368113982161411,True,True,True,True,True,True,True,True
966,20,4,1,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.09952566433212062,9.9947415445002,1.0056444116264862,51.66413663102677,2.9962422198578613,0.19934613176652474,5.166123780126009,12.04154563359866,298.96494266941767,-0.05258455499799197,True,True,True,True,True,True,True,True
967,20,4,2,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.09949136903718647,9.957656470582089,0.9944736353089666,50.086587242641436,2.998779353964572,0.2022784361906864,5.202483557599795,12.04154563359866,298.96494266941767,-0.4234352941791109,True,True,True,True,True,True,True,True
968,20,4,3,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.09975966389184247,9.99741801647196,1.0268505275572288,53.28903572716635,3.000866655612834,0.1969197391122527,5.337094760319785,12.04154563359866,298.96494266941767,-0.0258198352804051,True,True,True,True,True,True,True,True
969,20,4,4,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.09978310880290972,10.014795533416267,1.0079605047181122,51.9998746873456,3.0018484592370758,0.1959010568841781,5.14181692281668,12.04154563359866,298.96494266941767,0.14795533416267048,True,True,True,True,True,True,True,True
970,20,4,5,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.0993564671256224,9.900302961152303,1.039038341835126,51.87339989002604,3.0014943396422895,0.1990371168007087,5.3142850339295835,12.04154563359866,298.96494266941767,-0.9969703884769744,True,True,True,True,True,True,True,True
971,20,5,1,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.09952347368857896,10.00665216648308,1.0341918769815555,51.51962510362034,3.0042324710043102,0.1951615162220272,5.164667894760604,12.04154563359866,298.96494266941767,0.06652166483080535,True,True,True,True,True,True,True,True
972,20,5,2,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.09952574603421518,9.951098126874596,1.004743949604111,51.24514944132042,2.9996625659891567,0.19383223268211525,5.207665285208747,12.04154563359866,298.96494266941767,-0.4890187312540384,True,True,True,True,True,True,True,True
973,20,5,3,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.09999989078008728,10.022360963019885,0.9531989718226117,51.32410167888407,3.0046088644809155,0.19309076951673335,5.233665481624734,12.04154563359866,298.96494266941767,0.22360963019885105,True,True,True,True,True,True,True,True
974,20,5,4,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.0991390835199281,9.888560770270605,0.9841411936144276,52.196237890980115,2.999946725050593,0.1992711391297626,5.416932896863186,12.04154563359866,298.96494266941767,-1.1143922972939535,True,True,True,True,True,True,True,True
975,20,5,5,200.10705120680996,0.9959201947170545,1.003281552583068,1.0048612505562584,5.016701415229667,0.0996913012703752,9.991166235041229,1.0004813649109123,52.29654773824992,3.0005114827049515,0.19994269794250377,5.094962070332347,12.04154563359866,298.96494266941767,-0.08833764958771084,True,True,True,True,True,True,True,True
